word, total-reached, POS, num-definitions-considered
horizontal_tail, 2973, n, 1
cardamom, 2967, n, 1
Chancellor_of_the_Exchequer, 2979, n, 1
capitalisation, 2964, n, 1
adoration, 2965, n, 1
commit, 2974, n, 1
barefaced, 2964, n, 1
Distinguished_Service_Order, 2964, n, 1
electric_fan, 2964, n, 1
line_of_destiny, 2967, n, 1
tax_hike, 2964, n, 1
Texas_snowbell, 2968, n, 1
K.E., 2964, n, 1
Christiaan_Eijkman, 2972, n, 1
calving, 2965, n, 1
arborescent_plant, 2964, n, 1
set_off, 2964, n, 1
beguiling, 2964, n, 1
stem_ginger, 2970, n, 1
sensitivity, 2963, n, 1
iodine-125, 2971, n, 1
emergence, 2964, n, 1
carelessness, 2965, n, 1
incandesce, 2965, n, 1
Missouri, 2965, n, 1
Schrodinger_equation, 2965, n, 1
embarrassment, 2966, n, 1
nanism, 2966, n, 1
turacou, 2964, n, 1
ace, 2965, n, 1
defined, 1, n, 1
hypermenorrhea, 2970, n, 1
clear_out, 2968, n, 1
cytoplasmically, 2964, n, 1
gasmask, 2969, n, 1
account_for, 2964, n, 1
tender, 2969, n, 1
hit-or-miss, 2964, n, 1
sluggishly, 2964, n, 1
Megaptera, 2965, n, 1
golden_heather, 2966, n, 1
tax_policy, 2964, n, 1
goading, 2965, n, 1
eyebath, 2968, n, 1
fetid, 1, n, 1
Ball, 2975, n, 1
Thanatos, 2969, n, 1
Isaac_M._Singer, 2965, n, 1
reduplication, 2965, n, 1
uncle, 2965, n, 1
tympanum, 2965, n, 1
tree_creeper, 2965, n, 1
jittery, 2965, n, 1
culvert, 2966, n, 1
hisser, 2964, n, 1
class_Cyclosporeae, 2967, n, 1
Shoshonian_language, 2965, n, 1
sparkling_water, 2964, n, 1
litas, 2965, n, 1
pontificate, 2971, n, 1
touch, 2964, n, 1
Ponca, 2969, n, 1
Montserrat, 2965, n, 1
sextillion, 2964, n, 1
Vonnegut, 2970, n, 1
archil, 2967, n, 1
lanseh_tree, 2966, n, 1
tap, 2966, n, 1
infringe, 2964, n, 1
dessert_spoon, 2987, n, 1
evaporate, 2967, n, 1
gelignite, 3002, n, 1
breach_of_duty, 2966, n, 1
biological, 2964, n, 1
bell_the_cat, 2968, n, 1
Munich, 2967, n, 1
urbanised, 2964, n, 1
check_out, 2965, n, 1
berkelium, 2968, n, 1
Christian_Schonbein, 2977, n, 1
cause, 2965, n, 1
pack, 2965, n, 1
evergreen_cherry, 2968, n, 1
bowstring_hemp, 2968, n, 1
Giovanni_Angelo_Braschi, 2966, n, 1
lever, 2967, n, 1
counteract, 2964, n, 1
call, 2966, n, 1
translation, 2964, n, 1
semiquaver, 2966, n, 1
Gastroboletus_scabrosus, 2973, n, 1
order_Marchantiales, 2966, n, 1
orbiculate, 2964, n, 1
find, 2964, n, 1
Haussa, 2969, n, 1
Hrolf, 2971, n, 1
Ab, 2967, n, 1
blackwater_fever, 2980, n, 1
carioca, 2980, n, 1
siliceous, 2973, n, 1
Polycillin, 2969, n, 1
Eskimo_dog, 2973, n, 1
Gaius_Valerius_Catullus, 2966, n, 1
honeyed_words, 2964, n, 1
tropical_rain_forest, 2964, n, 1
white_tie_and_tails, 2964, n, 1
Torodal, 2968, n, 1
Charles_Wesley, 2967, n, 1
crampfish, 2966, n, 1
finale, 2964, n, 1
psychic, 2966, n, 1
oligospermia, 2965, n, 1
speciously, 2964, n, 1
racing_circuit, 2966, n, 1
Abul-Walid_Mohammed_ibn-Ahmad_Ibn-Mohammed_ibn-Roshd, 2980, n, 1
Libyan_Desert, 2976, n, 1
melodize, 2965, n, 1
Salmonidae, 2971, n, 1
perpetual, 1, n, 1
Dipladenia_boliviensis, 2968, n, 1
focussed, 2966, n, 1
hold, 2964, n, 1
feminist, 2964, n, 1
drop, 2980, n, 1
Organization_of_American_States, 2965, n, 1
family_Araceae, 3053, n, 1
skin_disorder, 2964, n, 1
preternatural, 2964, n, 1
royal, 2965, n, 1
capitate_bone, 2966, n, 1
poler, 2967, n, 1
simple_microscope, 2965, n, 1
dress_shirt, 2968, n, 1
Japanese_linden, 2967, n, 1
the_City, 2966, n, 1
board, 2965, n, 1
hackbut, 2964, n, 1
ailurophobia, 2964, n, 1
Hyacinthus_candicans, 2964, n, 1
heroic_tale, 2964, n, 1
thermic, 2964, n, 1
Mishnaic, 2964, n, 1
ratline, 2966, n, 1
drift, 2965, n, 1
meow, 2972, n, 1
acceleration, 2964, n, 1
litchee, 2967, n, 1
miscellaneous, 2964, n, 1
puerperium, 2968, n, 1
anosmic, 2964, n, 1
ball, 2975, n, 1
secret, 2964, n, 1
bond, 2967, n, 1
collision, 2964, n, 1
mucilaginous, 2965, n, 1
omega-3, 2970, n, 1
butene, 2964, n, 1
hypercalciuria, 2985, n, 1
savvy, 2965, n, 1
pronounced, 1, n, 1
traumatophobia, 2964, n, 1
genus_Nesokia, 2965, n, 1
stayer, 2974, n, 1
genus_Dimetrodon, 2975, n, 1
ramous, 1, n, 1
American_hazel, 2964, n, 1
Sphacelotheca_reiliana, 2968, n, 1
Aplysiidae, 2964, n, 1
carrot, 2964, n, 1
Hershey, 2970, n, 1
flare, 2966, n, 1
antipernicious_anemia_factor, 2966, n, 1
extra, 2965, n, 1
extreme_unction, 3018, n, 1
Estonian_monetary_unit, 2964, n, 1
videodisk, 2966, n, 1
vowel_sound, 2964, n, 1
rate, 2966, n, 1
asp_viper, 2965, n, 1
earthshaking, 2969, n, 1
baa, 2968, n, 1
maintenance_man, 2964, n, 1
Had_crime, 2976, n, 1
pancake_turner, 2970, n, 1
enrichment, 2977, n, 1
pirate, 2965, n, 1
preoccupancy, 2964, n, 1
ace, 2965, n, 1
genus_Cladrastis, 1, n, 1
national_trading_policy, 2964, n, 1
power_system, 2964, n, 1
Darling_River, 2971, n, 1
crabapple-like, 2968, n, 1
waste_of_money, 2964, n, 1
Mebaral, 2972, n, 1
procreative, 2964, n, 1
Cirsium_eriophorum, 2993, n, 1
agamete, 2964, n, 1
balance, 2965, n, 1
bristle_brush, 2965, n, 1
roll, 2964, n, 1
Triturus, 2964, n, 1
resist, 2964, n, 1
guardroom, 2964, n, 1
clear_out, 2968, n, 1
skid_lid, 2967, n, 1
Malva_sylvestris, 2964, n, 1
domestic_cat, 2965, n, 1
webmaster, 2973, n, 1
Picrasma, 2964, n, 1
luxuriate, 1, n, 1
Io, 2968, n, 1
collectivised, 2964, n, 1
unfed, 2964, n, 1
rakishness, 2965, n, 1
acquirer, 2964, n, 1
transfer, 2964, n, 1
Theridiidae, 2964, n, 1
ground_state, 2964, n, 1
centas, 2966, n, 1
venae_episclerales, 2977, n, 1
beat, 2968, n, 1
hemstitch, 2973, n, 1
rag, 2966, n, 1
take_in, 2964, n, 1
redbird_flower, 2969, n, 1
approach, 2965, n, 1
reflexive, 2969, n, 1
self-abnegation, 2970, n, 1
Casuarinales, 2967, n, 1
sterility, 2964, n, 1
video, 2964, n, 1
bulge, 2966, n, 1
genus_Strepsiceros, 2964, n, 1
bacchic, 2966, n, 1
Spanish_dagger, 2991, n, 1
angelique, 2970, n, 1
chancellor, 2964, n, 1
nephrogenic_diabetes_insipidus, 3004, n, 1
nonstructural, 1, n, 1
John's_cabbage, 2965, n, 1
out_of_the_blue, 2965, n, 1
swellhead, 2964, n, 1
toilet, 2964, n, 1
safety_blitz, 2964, n, 1
stratified, 2964, n, 1
edification, 2967, n, 1
malignant_pustule, 2979, n, 1
Burt, 2968, n, 1
demand_feeding, 2967, n, 1
James_Franck, 2981, n, 1
Dracocephalum_parviflorum, 2965, n, 1
scorned, 2966, n, 1
saiga, 2967, n, 1
PMS, 2972, n, 1
petit_four, 2964, n, 1
timetable, 2965, n, 1
hit, 2964, n, 1
unreliable, 1, n, 1
pusillanimousness, 2965, n, 1
waiver, 2966, n, 1
homeobox, 2965, n, 1
mastership, 2966, n, 1
white_dwarf_star, 2965, n, 1
goofproof, 2965, n, 1
maid, 2964, n, 1
tetanus_immunoglobulin, 2973, n, 1
Sterculia_apetala, 2972, n, 1
fox, 2976, n, 1
shabbily, 1, n, 1
merry, 2967, n, 1
tomato_paste, 2973, n, 1
calabash_tree, 2966, n, 1
freaky, 2965, n, 1
pearly_razorfish, 2968, n, 1
Molucella_laevis, 2972, n, 1
populate, 2964, n, 1
gray-headed, 2964, n, 1
Sir_Anthony_Hopkins, 2965, n, 1
tone_up, 2964, n, 1
ungarbed, 2964, n, 1
Combretum_erythrophyllum, 2969, n, 1
screwdriver, 2971, n, 1
genus_Spondias, 2964, n, 1
unsigned, 2966, n, 1
walking_delegate, 2972, n, 1
radio_observation, 2964, n, 1
luscious, 2965, n, 1
warhorse, 2970, n, 1
jocosity, 2965, n, 1
protein_folding, 2964, n, 1
Ancylus_fluviatilis, 2969, n, 1
Hyperborean, 2964, n, 1
otherwise, 2965, n, 1
rotatory_joint, 2965, n, 1
cautionary, 2966, n, 1
chilly, 2990, n, 1
dura_mater, 2964, n, 1
wrestle, 2965, n, 1
chess_player, 2966, n, 1
bell-bottoms, 2967, n, 1
monogenic_disease, 2964, n, 1
butt, 2968, n, 1
Sir_Laurence_Kerr_Olivier, 2969, n, 1
Bruno_Walter, 2964, n, 1
skillet, 2967, n, 1
more_often_than_not, 2964, n, 1
celery_top_pine, 2966, n, 1
liana, 2964, n, 1
train, 2964, n, 1
Mandelshtam, 2971, n, 1
child-proof, 2966, n, 1
Bhadrapada, 2976, n, 1
French_kiss, 2968, n, 1
Declomycin, 2970, n, 1
Anacyclus_pyrethrum, 2973, n, 1
Praetorian, 2967, n, 1
Prevacid, 2967, n, 1
Bloomsbury_Group, 2968, n, 1
Lophophora_williamsii, 2968, n, 1
squandered, 2964, n, 1
nailbrush, 2965, n, 1
genus_Argiope, 2971, n, 1
redouble, 2964, n, 1
Averrhoa_carambola, 2964, n, 1
in_the_least, 2964, n, 1
Malva_sylvestris, 2964, n, 1
capacity, 2963, n, 1
bulletproof, 2965, n, 1
poste_restante, 2967, n, 1
Marquise_de_Montespan, 2980, n, 1
bubble, 2966, n, 1
specimen, 2964, n, 1
let_it_go, 2964, n, 1
immutable, 2964, n, 1
Anthophyta, 2965, n, 1
prenatal_diagnosis, 2965, n, 1
sinus, 2964, n, 1
Collocalia, 2973, n, 1
entomology, 2965, n, 1
Second_Epistle_of_Paul_the_Apostle_to_Timothy, 2970, n, 1
indebtedness, 2965, n, 1
Pomaderris, 2964, n, 1
check, 2966, n, 1
filming, 2964, n, 1
walk, 2964, n, 1
roaster, 2965, n, 1
crescent-shaped, 2964, n, 1
disinfestation, 2965, n, 1
dock_worker, 2969, n, 1
acrylate, 2964, n, 1
necromancy, 2967, n, 1
warm_up, 2964, n, 1
mittelschmerz, 2974, n, 1
vacuum, 2967, n, 1
metonymical, 2964, n, 1
sea, 2964, n, 1
rugose, 1, n, 1
above_all, 2964, n, 1
Thomas, 2967, n, 1
sales_outlet, 2965, n, 1
country_house, 2964, n, 1
Brunfelsia, 2964, n, 1
divergent_thinker, 2967, n, 1
transcriber, 2964, n, 1
bell_book, 2966, n, 1
sublingual_gland, 2965, n, 1
pursual, 2964, n, 1
airframe, 2968, n, 1
pectoral_medallion, 2964, n, 1
seventy-five, 2964, n, 1
indaba, 2964, n, 1
edgewise, 2964, n, 1
Pulsatilla, 2964, n, 1
off-axis_reflector, 2966, n, 1
volume, 2963, n, 1
moneymaking, 2965, n, 1
all-purpose, 2965, n, 1
conflict, 2964, n, 1
holophytic, 2965, n, 1
ladybird, 2965, n, 1
copper_mine, 2965, n, 1
cover, 2964, n, 1
lankiness, 2965, n, 1
aftermath, 2964, n, 1
West_Indian_cherry, 2964, n, 1
dog_collar, 2966, n, 1
contradiction, 2964, n, 1
genus_Daviesia, 2964, n, 1
Max_Born, 2964, n, 1
full_point, 2967, n, 1
reverse, 2965, n, 1
short, 2970, n, 1
revisionism, 2965, n, 1
glib, 2966, n, 1
Garden_of_Eden, 2975, n, 1
hip_tile, 2975, n, 1
Methodist, 2973, n, 1
glass_cutter, 2964, n, 1
genus_Felicia, 2964, n, 1
string, 2964, n, 1
heavenwards, 2964, n, 1
ejection, 2964, n, 1
starkness, 2964, n, 1
Eddy, 2965, n, 1
freakish, 1, n, 1
Dioscorea_alata, 2964, n, 1
kayak, 2968, n, 1
stretcher, 2970, n, 1
malt, 2968, n, 1
receive, 2964, n, 1
division_Anthophyta, 2965, n, 1
southpaw, 2966, n, 1
Bouvier_des_Flandres, 2965, n, 1
supersede, 2964, n, 1
tone, 2964, n, 1
fracture, 2964, n, 1
high_brass, 2968, n, 1
muff, 2968, n, 1
sack, 2966, n, 1
escallop, 2965, n, 1
foursquare, 2967, n, 1
bring_round, 2964, n, 1
graybeard, 2964, n, 1
burbly, 2966, n, 1
oddity, 2965, n, 1
adventitia, 2964, n, 1
actinia, 2966, n, 1
involuntary_trust, 2965, n, 1
Klein, 2969, n, 1
sovietism, 2965, n, 1
copper, 2965, n, 1
genus_Icterus, 2965, n, 1
vassal, 2966, n, 1
preventative, 2965, n, 1
disrespectful, 2964, n, 1
expression, 2963, n, 1
clip_art, 2967, n, 1
round_up, 2966, n, 1
flight_indicator, 2968, n, 1
Cochran, 2966, n, 1
keyboard_buffer, 2995, n, 1
Caucasian, 2965, n, 1
Algonquian_language, 2969, n, 1
ruinous, 2966, n, 1
broach, 2967, n, 1
light-fingered, 2966, n, 1
butt, 2968, n, 1
raising, 2964, n, 1
regardless, 2974, n, 1
Davy, 3003, n, 1
chip_shot, 2965, n, 1
Ficus_deltoidea, 2967, n, 1
Charles_Augustus_Lindbergh, 2968, n, 1
sharp-angled, 2964, n, 1
wild_hyacinth, 2965, n, 1
snow, 2965, n, 1
Arbutus_menziesii, 2977, n, 1
cable, 2973, n, 1
polysomy, 2967, n, 1
thick, 2966, n, 1
Mycteria_americana, 2978, n, 1
grammar_school, 2968, n, 1
mark_down, 2964, n, 1
tough, 2966, n, 1
sunny, 2964, n, 1
issue, 2964, n, 1
os_lunatum, 2964, n, 1
Corylus_americana, 2964, n, 1
disconnect, 3036, n, 1
city, 2963, n, 1
parasol, 2964, n, 1
institution, 2963, n, 1
cursing, 1, n, 1
adenocarcinomatous, 2967, n, 1
Sparaxis, 2964, n, 1
route, 2964, n, 1
oscilloscope, 2964, n, 1
semimonthly, 2967, n, 1
repent, 2974, n, 1
mop, 2972, n, 1
buxom, 2966, n, 1
frank_breech_delivery, 2967, n, 1
twin, 2966, n, 1
rotational_latency, 2964, n, 1
staff, 2966, n, 1
string_of_beads, 2965, n, 1
anticipate, 2966, n, 1
legend, 2963, n, 1
artificer, 2964, n, 1
loading, 2963, n, 1
femtometer, 2968, n, 1
escort, 2965, n, 1
Viscum_album, 2970, n, 1
ecological_warfare, 2964, n, 1
vespertilionid, 2964, n, 1
family_Punicaceae, 2964, n, 1
bouncing, 2966, n, 1
first_battle_of_Ypres, 2967, n, 1
blink, 2967, n, 1
relinquished, 2965, n, 1
somberness, 2964, n, 1
canebrake_rattler, 2964, n, 1
salt-cured, 2964, n, 1
university_extension, 2965, n, 1
Curacao, 2965, n, 1
coolant_system, 2967, n, 1
peepul, 2983, n, 1
north_northeast, 2972, n, 1
FIG, 2964, n, 1
lock, 2978, n, 1
Haliotidae, 1, n, 1
showgirl, 2965, n, 1
annealed, 2967, n, 1
toggle_bolt, 2970, n, 1
lawn_bowling, 2968, n, 1
neuropathy, 3041, n, 1
resonator, 2966, n, 1
cy_pres_doctrine, 2973, n, 1
poetry, 2964, n, 1
chieftain, 2964, n, 1
Igor_Sikorsky, 2968, n, 1
buff-colored, 2966, n, 1
Adolf_Windaus, 2982, n, 1
trump_card, 2964, n, 1
Romanism, 2964, n, 1
harvest, 2967, n, 1
block, 3032, n, 1
foxtrot, 2967, n, 1
yeast_cake, 2964, n, 1
list, 2964, n, 1
Jewish_New_Year, 2984, n, 1
claw, 2977, n, 1
ground, 2965, n, 1
snore, 2970, n, 1
bathymetry, 2964, n, 1
temptation, 2964, n, 1
fisher_cat, 2964, n, 1
i, 2965, n, 1
Jasminum_sambac, 2968, n, 1
plum_sauce, 2972, n, 1
herpes_simplex_1, 2965, n, 1
day_return, 2966, n, 1
wedding_licence, 2965, n, 1
smooth_aster, 2965, n, 1
Thelypteridaceae, 3005, n, 1
connecting_room, 2965, n, 1
Wei, 2965, n, 1
Sunnah, 2976, n, 1
astrakhan, 2965, n, 1
genus_Melissa, 2978, n, 1
Osteichthyes, 2972, n, 1
somataesthesis, 2965, n, 1
astrogator, 2969, n, 1
quadrature, 2964, n, 1
reside, 2964, n, 1
Titus, 2966, n, 1
co-educate, 1, n, 1
occasions, 2963, n, 1
unappeasable, 2965, n, 1
handicap, 2971, n, 1
